1|임무용 아이템
236b|자유낙하
236c|중력 날개
236d|중력 날개
236e|대지 파괴
236f|사신의 눈동자
2370|저주 파동
2371|악의 세력권
2372|중력파
2373|지진
2374|대지진
2375|천년여우의 기운
2378|확산 레이저
2379|척탄
237a|풍아
237b|만월
237c|앵화
237d|난설월화
237e|천하오검
237f|피안화
2380|필살검: 진천
2381|필살검: 구천
2382|필살검: 회천
2383|동방의 물약
2385|천하오검
2386|검풍
2387|분열탄
2388|성스러운 창
2389|성스러운 창
238a|질풍의 극의
238d|마무리
238e|에테르 교란
238f|반격
2390|마도 레이저
2391|순수
2392|명령
2393|파멸의 종착역
2394|파멸의 종착역
2395|해골의 처형대
2396|해골의 처형대
2397|해골 파괴
2398|해골 파괴
2399|초월자의 힘
239a|파이널 헤븐
239c|그림자 쏘기
239d|그림자송곳니
23a0|파이어
23a1|마도포
23a2|확산 레이저
23a3|파이어
23a4|락슈미의 축복
23a6|도끼 던지기
23a7|빛의 치유
23a8|워터
23a9|워터가
23aa|꼬리치기
23ab|합금 말뚝
23ac|어깨포 공격
23ad|바퀴
23ae|불확실한 불꽃
23af|마법의 비문
23b0|불꽃의 비문
23b1|화염의 비문
23b2|두드려 패기
23b3|독화살
23b4|검풍
23b5|진풍
23b6|월광
23b7|천하오검
23b8|공격
23b9|천하오검
23bc|혼돈의 시
23bd|필살검: 효천
23be|필살검: 제비
23bf|두둑한 배짱
23c0|대지 분쇄
23c1|요동치는 대지
23c2|대지 충격
23c3|대지 분쇄
23c4|대지 분쇄
23c5|요동치는 대지
23c6|카벙클 문스톤
23c7|대지 충격
23c8|대지 충격
23c9|자폭
23ca|만력쇄
23cb|결의
23cc|궁병의 행진
23cd|싸늘한 시선
23ce|절대영도
23cf|분신술
23d0|화둔술
23d1|자폭
23d2|변신술
23d3|분신술
23d4|거인술
23d5|연소
23d6|태고의 용 꼬리
23d7|이중 낙뢰
23d8|이중 낙뢰
23d9|우레
23da|우레
23db|대소용돌이
23dc|포효
23dd|불꽃
23de|날개바람
23df|급속 동결
23e0|고대의 원소
23e1|화염
23e2|압박
23e3|불꽃
23e4|연소
23e6|케알
23e7|암흑
23e8|강렬한 참격
23e9|회전 참격
23ea|대참격
23eb|점프
23ec|증쇄
23ed|포격
23ee|폭주
23ef|중력 폭발
23f0|저승의 절규
23f1|생명수
23f3|죽음의 선고
23f4|연속 마법
23f5|파이가
23f6|파이가
23f7|블리자가
23f8|블리자가
23f9|선더가
23fa|선더가
23fb|파이가
23fc|블리자가
23fd|선더가
23fe|진공파
23ff|화이트홀
2400|플레어
2401|플레어
2402|홀리
2403|홀리
2404|메테오
2405|메테오
2406|블랙홀
2407|검은 불꽃
2408|결전
2409|충격
240b|좀비 숨결
240c|휩쓸기
240d|무의 힘
240e|무의 범람
240f|무의 범람
2410|바깥쪽 암흑광
2411|무의 범람
2412|무의 범람
2413|산 자의 암흑광
2414|죽은 자의 암흑광
2415|생사의 갈림길
2416|무의 범람
2417|알마게스트
2418|알마게스트
2419|에어로가
241a|요동치는 대지
241b|요동치는 대지
241c|이중 공격
241d|진공파
241e|델타 공격
241f|빛과 어둠
2420|무의 폭주
2421|무의 폭주
2422|무의 폭주
2423|대소용돌이
2424|메테오
2425|운석 낙하
2426|법칙 붕괴
2427|광란
2428|광란의 주먹
2429|광란의 극지
242a|마지막 싸움
242b|그랜드크로스: 알파
242c|그랜드크로스: 델타
242d|그랜드크로스: 오메가
242e|죽음의 번개
242f|죽음의 파도
2430|죽음의 비명
2431|죽음의 폭탄
2432|죽음의 격동
2436|여우요괴 송곳니
2438|원한의 화염
2439|푸른 용혈
243a|게이르스코굴
243b|환영 강타
2447|사슬 지뢰
2448|육중한 일격
2449|두개골 절단
244a|휘도는 도끼
244b|운석 낙하
244c|안쪽 암흑광
244d|종말의 암흑광
244e|번개 검기
244f|바람 검기
2450|압축 검기
2451|움켜쥐기
2452|단두대
2453|단두대
2454|쌍검 회전베기
2455|뇌둔술
2456|뇌둔술
2457|공격
2458|공격
2459|ラクシュミ：スタンド：ピンクの吐息：履行演出：ラクシュミ戦
245a|透明：ピンクの吐息：地面もやもや：履行演出：ラクシュミ戦
245b|PCコンテンツアクション：エーテル飛散：履行演出：ラクシュミ戦
245d|폭산
245e|이중 공격
245f|원한의 저주
2460|마법검 파이가
2461|마법검 블리자가
2462|마법검 선더가
2463|성스러운 칼날
2464|성스러운 안개
2465|차원 파동
2466|개굴개굴!
2467|정신 장악: 전
2468|정신 장악: 후
2469|정신 장악: 좌
246a|정신 장악: 우
246b|사신의 낫
246c|칼날 돌풍
246d|게임 시작
246e|벌칙
246f|여왕의 춤
2470|칼춤
2471|여왕의 춤
2472|대지의 춤
2473|융기
2474|차원의 틈새
2475|흡인
2476|서리 숨결
2477|차원의 종언
2479|지진
247a|대지진
247b|맹금류 베기
247c|뱀머리 찌르기
247d|삼연타
247e|토네이도
2480|최대 화력
2481|락슈미 에테르
2482|락슈미 에테르
2483|스토트람
2484|찬찰라
2485|완전한 거절
2486|우아한 오른손
2487|아름다운 왼손
2488|매혹적인 팔
2489|성스러운 화살
248a|성스러운 화살
248b|성스러운 창
248c|성스러운 창
248d|エーテル吸収
248e|매혹적인 포옹
248f|빛의 파동
2490|빛의 폭포
2491|빛의 폭포
2492|빛의 급류
2493|빛의 급류
2494|성스러운 망치
2495|성스러운 망치
2496|매혹적인 포옹
2497|메가 블래스터
2498|꼬리 때리기
2499|석화의 냉기
249a|사격
249b|정밀 사격
249c|급속출력: 비숍
249d|스토트람
249e|스토트람
24a0|신벌
24a1|빛의 파동
24a2|진원 생성
24a3|透明：震源地ギミック：予兆表示用：オメガ2層：ノーマル
24a4|지진
24a5|본진
24a6|웅장한 검격
24a7|마도 레이저
24a8|고갈
24aa|발톱 난도질
24ab|화염구
24ac|불멸의 불꽃
24ad|분노의 화염
24ae|찢어지는 비명
24af|업화
24b0|책략가
24b1|용의 피
24b2|자장가
24b3|광범위 블래스터
24b4|문스톤의 빛
24b5|빛나는 창
24b6|지맥 끊기
24b7|죽음의 선고
24b8|진공파
24b9|파이가
24ba|파이가
24bb|블리자가
24bc|블리자가
24bd|선더가
24be|선더가
24bf|파이가
24c0|블리자가
24c1|선더가
24c2|플레어
24c3|플레어
24c4|홀리
24c5|홀리
24c6|메테오
24c7|메테오
24c8|블랙홀
24c9|검은 불꽃
24ca|충격
24cb|좀비 숨결
24cc|휩쓸기
24cd|바퀴
24ce|마도 레이저
24cf|마도 미사일
24d0|어깨포 공격
24d1|합금 말뚝
24d2|웅장한 검격
24d3|고갈
24d4|죽음의 원
24d5|대형 마도 미사일
24d7|분화
24d8|루인쟈
24d9|버홀리
24da|버플레어
24db|사신의 눈동자
24dc|이중 공격
24de|자폭
24df|파이널 헤븐
24e0|북치기
24e3|육체화
24e4|졸트라
24e5|풍둔술
24e6|장판 뒤집기
24e7|소환술
24e9|마도포
24ef|용의 손바닥
24f0|용의 손바닥
24f1|충의의 방패
24f2|수비 태세
24f3|불굴의 투지
24f4|원초의 혼
24f5|목 따기
24f6|어깨포 공격
24f7|난설월화
24f8|천하오검
24f9|자폭
24fa|궤도 이탈
24fb|중력 100
24fc|중력 100
24fd|사역귀
24fe|중력 붕괴
24ff|중력 -100
2500|중력 -100
2501|중력 -100
2502|암흑광
2503|폭산
2504|중력 조작
2505|중력 조작
2506|중력 폭발
2507|중력 폭발
2508|중력 폭발
2509|중력 폭발
250a|중력 왜곡
250b|반중력 장치
250c|자유낙하
250d|악마의 눈동자
250e|저주 파동
250f|악의 세력권
2510|중력파
2511|지진
2512|대지진
2513|폭산
2514|지진
2515|대지진
2516|악마의 눈동자
2518|마무리
2519|뇌둔술
251a|광격
251b|명흡
251c|중압
251d|핏자국
251e|방패 가격
251f|재빠른 검격
2520|재빠른 검격
2521|어허~!
2522|아메노무라쿠모
2523|핏빛 칼날
2527|제우스의 분노
2528|낙뢰
2529|큰 매
252a|작은 매
252b|큰 매
252c|작은 매
252d|백뇌둔술
252e|백뇌둔술
252f|그림자 부르기
2530|그림자 부르기
2531|벼락 폭풍
2532|찌르기
2533|현혹의 비늘가루
2534|죽음의 꼬리
2535|도약 내리찍기
2536|용암 분사
2537|용암 분사
2538|용암 분사
2539|고대의 불기둥
253a|섀도우 플레어
253b|절규
253c|역병의 저주
253d|생매장
253e|보복의 영혼
253f|유령의 행진
2540|휘두르기
2541|습격
2542|투석
2543|어둠의 내리치기
2544|거미줄 분사
2545|그림자 폭발
2546|섬뜩한 시선
2547|십자수리검
2548|일섬
2549|아침별 방망이
254a|자동 석궁
254b|일소
254c|맹렬한 포효
254d|꼬리 매타작
254e|꼬리 휘두르기
254f|발톱 난도질
2550|덮치기
2551|화산재 폭발
2552|화산재 폭발
2553|연옥의 불길
2554|격노한 턱
2555|싸늘한 시선
2556|절대영도
2557|학살자의 발톱
2558|십자바람
2559|대회오리
255a|학살자의 발톱
255b|벼락 폭풍
255c|벼락 폭풍
255d|번갯불
255e|그림자 묶기
2560|완전한 거절
2561|완전한 거절
2562|흰 매
2563|큰 매
2564|작은 매
2565|화산재 폭발
2566|화산재 폭발
2567|화산재 폭발
2568|십자바람
2569|십자바람
256a|십자바람
256b|십자바람
256c|벼락 폭풍
256d|벼락 폭풍
256e|벼락 폭풍
256f|벼락 폭풍
2570|순수
2571|건블레이드
2572|하얀 사격
2573|서리 숨결
2574|얼음판
2575|분노의 서릿발
2577|무거운 충격
2578|무거운 충격
2579|무거운 충격
257a|무거운 충격
257b|지진
257c|지진
257d|혜성
257e|혜성
257f|돌격
2580|혜성 낙하
2581|바르담의 고리
2582|운석 낙하
2583|난기류
2584|난기류
2585|지진
2586|풍단일섬
2587|뇌절일섬
2588|요도일섬
2589|요도일섬
258a|검풍
258c|꼬리치기
258d|내면의 악마
258e|웅장한 타격
258f|촉수 난무
2590|침식
2591|축지법
2592|생명력 흡수
2593|깃털 쏘기
2594|심판
2595|신성한 축복
2596|연환계
2597|행동 방해
2598|사혈 화살
2599|마구 쏘기
259a|침묵의 화살
259b|강렬한 사격
259c|신속 장전
259d|점지 취소
259e|다텔레포
259f|구름 방전
25a0|구름 방전
25a1|야사카니의 곡옥
25a2|중력파
25a3|중력파
25a5|생명력 변환
25a6|낙뢰
25a7|홍련의 극의
25a8|전투 기도
25a9|낙뢰
25aa|호령
25ab|황도 메테오
25ac|낙뢰
25ad|낙뢰
25ae|낙뢰
25af|낙뢰
25b0|춤추는 단풍
25b1|석화
25b3|프로테스
25b5|천년여우의 기운
25b7|찌릿찌릿
25b8|게워내기
25b9|만뢰
25ba|갑각 파열
25bb|잔혹한 운명
25bc|지배의 탑
25bd|바다 가르기
25be|척탄
25bf|물의 숨결
25c0|1만 볼트
25c1|통제의 탑
25c2|통제의 탑
25c3|제재의 칼날
25c4|무너지는 탑
25c5|대지 황폐화
25c6|대지 황폐화
25c7|충격
25c8|요동치는 대지
25c9|흙먼지
25ca|무너지는 탑
25cb|대지의 망치
25cc|망치 강타
25cd|바위 꿰기
25ce|돌격하는 칼날
25d0|돌격하는 칼날
25d1|반수의 춤
25d2|대낙석
25d3|낙석
25d4|소환
25d5|완력 강화
25d6|완전 파괴
25d7|바위 가르기
25d8|퀘이쟈
25da|해일
25db|지옥의 화염
25dc|심판의 벼락
25dd|다이아몬드 더스트
25de|대지의 분노
25df|대기 폭발
25e2|꼬리치기
25e4|원시별
25e5|운석 낙하
25e6|폭발성 부화
25e7|암흑물질
25e8|초신성
25e9|초신성
25ea|우레
25eb|우레
25ec|대지의 숨결
25ed|대지의 숨결
25ee|고드름 소환
25ef|고드름 낙하
25f0|고드름 돌진
25f1|눈보라
25f2|눈보라
25f3|아크 몬
25f4|아크 몬
25f5|아크 라이
25f6|아크 라이
25f8|공격
25f9|해일
25fa|지옥의 화염
25fb|심판의 벼락
25fc|다이아몬드 더스트
25fd|대지의 분노
25fe|대기 폭발
25ff|원시별
2602|화염 사슬
2603|회전 돌진
2606|이중 강하
2607|붕괴
2608|독가시 꼬리
2609|작열지옥
260a|사형 선고
260b|화염구
260c|대형 돌개바람
260d|꼬리치기
260f|운석 낙하
2610|용의 손바닥
2611|용의 손바닥
2612|용의 기
2613|착지
2614|착지
2615|꼬리 찌르기
2616|꼬리 찌르기
2617|파쇄
2618|에테르 광선
2619|허구의 가면
261a|진실의 가면
261b|거품 작렬
261c|바람 칼날
261d|뇌성
261e|고귀한 혈통
261f|허무의 혼
2620|다크 알테마
2621|상실의 공포
2622|여우 닭 쥐
2623|닭의 일격
2624|쥐의 일격
2625|냉혈난무
2626|냉혈난무
2627|냉혈난무
2628|명계공규타
2629|부동무명검
262a|저주창 내리꽂기
262b|천수무쌍검
262c|천수무쌍검
262d|통타
262e|파이쟈
262f|자폭
2630|사악한 사령
2632|냉혈검
2633|구속 해방
2634|빙결
2635|재구속
2636|マティウス・氷の巫女：原種：マティウスの体に帰還：演出アクション：RTI1：ボス1
2637|透明：水オブジェクト氷化時の目隠しエフェクト：RTI1：ボス1
2638|블리자드
2639|쇄빙
263a|눈사람
263b|FF12マティウス：原種:ブリザジャ氷召喚：演出アクション：RTI1：ボス1
263c|연속 마법
263d|블리자쟈
263e|블리자쟈
263f|거품 분사
2640|얼음창 찌르기
2641|얼어붙은 파동
2642|지느러미 쓸기
2643|물의 파동
2644|물의 파동
2645|얼음 결정
2646|냉기
2647|동천격
2648|신룡의 포효
2649|어둠의 숨결
264a|어둠의 숨결
264b|테라 슬래시
264c|원자 파동
264d|원자 파동
264e|해일
264f|뒷발질
2650|솟구치는 바다
2651|수력 당기기
2652|수력 밀치기
2653|ギャロップ
2654|피 웅덩이
2655|피 웅덩이
2656|피 웅덩이
2657|마광선
2658|마광염
2659|마광염
265a|변화광
265b|자폭 명령
265c|자폭
265d|아라미타마 탄환
265f|작렬암
2660|작렬암
2661|녹슨 발톱
2662|비통한 외침
2663|꼬리쓸기
2664|대회전
2665|공포의 눈동자
2667|혼돈의 고리
2668|혼돈의 십자가
2669|혼돈의 원
266d|복종의 탑
266e|지배의 탑
266f|끌어올리기
2670|몸통 박치기
2671|초코 메테오
2672|생명 파괴
2673|다크 홀리
2674|인마전차
2675|승리의 함성
2676|유린
2677|유린
2678|유린
2679|유린
267a|유린
267b|유린
267c|유린
267d|유린
267e|유린
267f|유린
2680|성천폭격타
2681|성천폭격타
2682|성천폭격타
2683|명계공규타
2684|명계공규타
2685|껴안기
2686|껴안기
2687|껴안기
2688|암흑 마법진
2689|독립독행
268a|천장패도격
268b|천장패도격
268d|위풍당당
268e|에테르 구체
268f|우아한 오른손
2690|성스러운 창
2691|아름다운 왼손
2692|성스러운 망치
2693|빛의 파동
2694|천장패도격
2695|빛의 폭포
2696|매혹적인 팔
2697|살수포
2698|독침
2699|썩은 물보라
269a|평지 내리치기
269b|투석
269c|토석류
269d|토사붕괴
269e|원한의 일격
269f|원통하도다
26a0|파이라
26a1|에테르 흡수
26a3|내동댕이
26a4|마구 돌리기
26a5|쥐어박기
26a6|야만스러운 포효
26a8|곤두박질
26a9|사형 선고
26aa|회오리
26ab|회오리
26ac|화염구
26ad|지옥의 늪
26ae|마력 연성
26af|마력 방출
26b0|마력 대방출
26b1|에테르 홍수
26b2|회오리 강하
26b3|트윈타니아의 분노
26b5|바하무트의 발톱
26b6|흉조의 부리
26b7|천지붕괴
26b8|천지붕괴
26b9|열전자 폭발
26ba|메가플레어
26bb|강철 전차
26bc|달의 원동력
26bd|열전자 광선
26be|흉조의 강하
26bf|초신성
26c0|유성 폭풍
26c1|달라가브 강하
26c2|용신의 가호
26c3|달 강하
26c4|넬의 분노
26c5|화염구
26c6|얼음구
26c7|번개 사슬
26c8|번개 사슬
26c9|죽음의 폭풍
26ca|구원의 날개
26cb|인두질
26cc|인두질
26cd|인두질
26ce|인두질
26cf|인두질
26d1|제7재해
26d2|재앙의 불꽃
26d3|재앙의 화염
26d4|타오르는 숨결
26d5|짓뭉개기
26d6|기가플레어
26d7|폭풍우 날개
26d8|폭풍우 날개
26d9|요동치는 대지
26da|요동치는 대지
26db|메가플레어
26dc|메가플레어
26dd|메가플레어
26de|메가플레어
26df|메가플레어
26e0|메가플레어 스트라이크
26e1|메가플레어 다이브
26e2|진군의 3중주
26e3|흑염의 3중주
26e4|재앙의 3중주
26e5|천지의 3중주
26e6|연격의 3중주
26e7|용들의 8중주
26e8|용신의 가호
26e9|테라플레어
26ea|아크 몬
26eb|아크 몬
26ec|몬 아파
26ed|몬 아파
26ee|몬 아파
26ef|엑사플레어
26f0|엑사플레어
26f1|엑사플레어
26f2|윤회의 불꽃
26f3|조준
26f4|호크 블래스터
26f5|회전 분쇄
26f6|레이저 교차베기
26f7|초대형 미사일
26f8|대폭발
26f9|증기분사
26fa|대화염방사
26fb|양손 로켓 주먹
26fc|고출력 광선
26fd|청린수 충전
26fe|포격
26ff|공격
2700|성난 도끼
2701|파이어
2702|프티 메테오
2703|제재의 칼날
2704|FF12マティウス：原種:氷の巫女水ギミック開始演出アクション：RTI1：ボス1
2706|완전한 거절
2708|디플레크
270c|공격
270d|レイジ・オブ・ハルオーネ
270e|大地の重み
270f|大地の重み
2710|滅波動
2711|분노 폭발
2712|분노 폭발
2713|명계공규타
2715|해일
2716|디플레크
2717|구속 포옹
2718|심판의 벼락
2719|지옥의 화염
271a|지옥의 화염
271b|심판의 벼락
271d|흡입
271e|흡입
271f|초신성
2720|우레
2721|고드름 소환
2722|눈보라
2723|선물용 폭죽
2724|선물용 폭죽
2725|우레
2726|독립독행
2727|방랑하는 음악가
2728|화염 방사
2729|버케알
272a|묘수
272b|소 아르카나
272c|왕의 검
272d|여왕의 날개
272e|빙설의 저주
2730|용의 시선
2732|벽류참
2733|벽류참
2734|독립독행
2735|엑사플레어
2736|엑사플레어
2737|엑사플레어
2738|엑사플레어
2739|엑사플레어 스트라이크
273a|화염 숨결
273b|냉기 숨결
273c|번개 숨결
273d|다크 블리자가
273e|공포의 물결
273f|확산 레이저
2740|확산 레이저
2741|워터
2742|전기 충격
2743|해일 베기
2744|해일 베기
2745|정령의 숨결
2746|정령의 숨결
2747|체액 살포
2748|돌진
2749|내리기
274a|찬찰라
274b|파이널 헤븐
274c|승리의 함성
274d|데존
274e|파열
274f|붉은 대폭포
2750|붉은 격류
2751|해류의 축문
2752|불러오기: 악마
2753|붉은 격류
2754|붉은 대폭포
2755|透明：時限爆弾：線切り判定用
2756|주박뢰
2758|죽음의 기척
2759|만조격
275a|만조격
275b|●透明：リングアウト：オシオキアクション：オメガ2/ボス3：ノーマル
275c|불러오기
275d|먹물
275e|불러오기: 문어발
275f|문어발
2760|매질
2761|확산 레이저
2762|폭탄 설치
2763|차원 폭발
2764|불러오기: 미사일
2765|폭발
2766|충격파
2767|오라 포격
2768|폭렬권
2769|차크라 대폭발
276a|차크라 폭발
276b|마도 레이저
276c|양팔 내리치기
276d|미사일
276e|확산 플라스마
276f|실체화 프로그램
2770|기관총
2771|주포
2772|●透明：リングアウト：オシオキアクション：オメガ2/ボス3：ハード
2773|건너뛰기
2774|역순 불러오기
2775|프로그램 복사
2776|프로그램 붙여넣기
2777|열풍
2778|감염 폭발
2779|자력
277a|강자력
277b|반발
277c|바이러스 병기
277d|먹물
277e|문어발
277f|매질
2780|확산 레이저
2781|차원 폭발
2782|폭발
2783|충격파
2784|오라 포격
2785|폭렬권
2786|차크라 대폭발
2787|차크라 폭발
2788|마도 레이저
2789|양팔 내리치기
278a|미사일
278b|확산 플라스마
278c|원자 파동
278d|원자 파동
278e|폭발
278f|기관총
2790|주포
2791|말살 프로그램
2792|공성포
2793|에테르 폭뢰
2794|청린 방출
2795|대형 에테르 폭뢰
2796|야만신 에테르
2797|라촌
2798|아인 소프
279a|부조화의 벌
279c|부조화의 벌
279d|불의 각인
279e|얼음의 각인
279f|남극성
27a0|북극성
27a1|남극성
27a2|북극성
27a3|마과학 레이저
27a4|뇌력 공급
27a5|공성포
27a6|알라그 그라비데
27a7|유사 중력
27a8|확산 레이저
27a9|확산 레이저
27aa|마과학 레이저
27ac|고압 뇌류
27ad|죽음의 회전
27ae|죽음의 회전
27af|에테르 굴절
27b0|에테르 굴절
27b1|야수 각성
27b2|데미알테마
27b3|데미알테마
27b4|알라그 플레어
27b5|알라그 그라비데
27b6|타오르는 별
27b7|빛 기둥
27b8|알라그 플레어
27b9|알라그 그라비데
27ba|빛 기둥
27bb|빛 기둥
27bc|빛 기둥
27bd|타오르는 별
27be|100톤즈 휘두르기
27bf|10톤즈 베기
27c0|현무 용암
27c1|마구잡이
27c2|마구잡이
27c3|돌방망이
27c4|분화
27c5|용암 조각
27c6|족제비 채찍
27c7|족제비 칼날
27c8|질풍 충격
27c9|돌풍 충격
27ca|바람의 속삭임
27cb|낫바람
27cc|늦수확
27cd|풍압
27ce|폭풍 영역
27cf|뱀 지팡이
27d0|명계의 검은 물
27d1|명계의 검은 폭발
27d2|명계의 검은 폭발
27d3|명계의 검은 파도
27d4|어지러운 파도
27d5|어지러운 파도
27d6|파이어
27d7|현천무수벽
27d9|뇌화일섬
27da|천뢰장
27db|돌려차기
27dc|풍뢰파동
27dd|원뢰
27de|뇌화일섬
27df|강철 발톱
27e0|주박뢰
27e1|장악
27e2|건곤일척
27e3|건곤일척
27e4|하늘의 번개
27e5|백뢰요란
27e6|백뢰요란
27e7|폭탄 저기압
27e8|폭풍
27e9|진공 할퀴기
27ea|진공 베기
27eb|불길한 바람
27ec|불길한 바람
27ed|무간지옥
27f0|아라미타마 탄환
27f1|제왕의 진격
27f2|제왕의 진격
27f3|돌려차기
27f4|돌려차기
27f6|착탄
27f7|뇌성
27f8|착탄
27f9|뇌굉
27fa|제왕의 충격
27fb|신뢰풍렬파
2803|그림 빙의
2804|빙의 해제
2805|빙의 해제
2806|그림 빙의
2807|빙의 해제
2808|乙姫：チャダルヌーク・女神：移動用：アクション移動：非表示から非表示：共通
2809|빙의 해제
280a|불바다
280b|불바다
280c|급류
280d|급류
280e|급류
280f|급류
2810|대지진
2811|대지진
2812|암석 분쇄
2813|돌풍
2814|돌풍
2815|바람 폭발
2816|빨간색 초코보 붓
2817|노란색 초코보 붓
2818|검은색 초코보 붓
2819|파란색 초코보 붓
281a|침 치료
281b|침 치료
281c|물고문
281d|물고문
281e|콧김
281f|용기의 노래
2820|마법 반사
2821|마법 반사
2822|여신의 유혹
2823|여신의 유혹
2824|폴터가이스트
2825|죽음의 입맞춤
2826|죽음의 유혹
2827|죽음의 유혹
2828|자장가
2829|악령의 참격
282a|악령의 참격
282b|악령의 외침
282c|악령의 외침
282d|실체화
282e|악령의 물결
282f|악령의 물결
2830|악령의 물결
2831|악령의 물결
2832|악령의 물기둥
2833|악령의 물기둥
2834|악령의 물기둥
2835|악령의 물기둥
2836|악령의 물기둥
2837|악령의 물기둥
2838|악령의 고통
2839|약한 고통
283a|강한 고통
283b|악령의 고통
283c|●離れるPBAE
283d|악령의 태풍
283e|깃털창
283f|악령의 폭풍
2840|악령의 폭풍
2841|돌풍
2842|돌풍
2843|악령의 돌
2844|악령의 돌
2845|악령의 돌
2846|악령의 돌
2847|악령의 돌
2848|악령의 돌
2849|●石化泥
284a|●石化泥
284b|●石化泥
284c|●石化泥
284d|악령의 외침
284e|악령의 외침
2850|귀갑류
2880|처형
2881|처형
2882|용암
2883|산성 안개
2884|케알
2885|흡착
2886|공격
2887|바늘 수만 개
2888|공격
2889|워터가
288a|공격
288b|비애의 날개
288c|공격
288d|공격
288e|울부짖기
288f|난타
2890|강력 공격
2891|강력 공격
2892|강력 공격
2893|공격
2894|보이드 선더가
2895|선더
2896|메뚜기 역병
2897|메뚜기 침공
2898|돌풍포
2899|공포의 바람
289a|공포의 바람
289c|다크 에어로
289d|지옥 바람
289e|다크 에어로
289f|야습
28a0|분 보이드
28a1|초코보 붓
28a2|공격
28a3|마령격
28a4|추돌
28a5|마계의 경적
28a6|마계의 전조등
28a9|마계의 연기
28aa|성스러운 광선
28ab|산성비
28ac|빙의
28ad|염력
28ae|진로 방해
28af|추돌
28b0|마계의 전조등
28b1|마령격
28b2|마계의 전조등
28b3|마계의 연기
28b4|성스러운 광선
28b5|산성비
28b6|진로 방해
28b7|추돌
28b8|마계의 전조등
28b9|마계의 바람
28ba|마계의 빛
28bb|산성비
28bc|마계의 빛
28bd|마계의 바람
28be|마계의 빛
28bf|성스러운 광선
28c2|공격
28c3|빙글빙글 블리자가
28c4|빙글빙글 블리자가
28c5|빙글빙글 블리자가
28c6|빙글빙글 블리자가
28c7|빙글빙글 블리자가
28c8|빙글빙글 블리자가
28c9|빙글빙글 블리자가
28ca|찌릿찌릿 선더가
28cb|찌릿찌릿 선더가
28cc|찌릿찌릿 선더가
28cd|찌릿찌릿 선더가
28ce|이글이글 파이가
28cf|이글이글 파이가
28d0|이글이글 파이가
28d1|마력 충전
28d2|마력 방출
28d3|껑충껑충 텔레포
28d4|껑충껑충 텔레포
28d5|파삭파삭 루인가
28d6|갈기갈기 에어로가
28d7|신들의 상
28d8|심판의 빛
28d9|호완의 신기
28da|무정의 신기
28db|충격파
28dc|파동포
28dd|파동탄
28de|중력파
28df|박살의 신기
28e0|중력탄
28e1|중력 폭발
28e2|암석탄
28e3|아베 마리아
28e4|태만의 신기
28e5|성모의 신기
28e6|수마의 신기
28e7|두근두근 알테마
28e8|하이퍼드라이브
28e9|행방불명
28ea|빛의 파동
28eb|빛의 대파동
28ec|공격
28ed|심판의 빛
28ee|미래의 파멸
28ef|미래의 파멸
28f0|소멸의 발차기
28f1|과거의 파멸
28f2|과거의 파멸
28f3|소멸의 발차기
28f4|미래의 종언
28f5|미래의 종언
28f6|소멸의 발차기
28f7|과거의 종언
28f8|과거의 종언
28f9|소멸의 발차기
28fa|비정한 천사
28fb|비정한 대천사
28fc|폭발
28fd|대폭발
28fe|파괴의 날개
28ff|파괴의 날개
2900|파괴의 날개
2901|파괴의 날개
2902|요성난무
2903|메테오
2904|메테오
2905|메테오
2906|메테오
2907|세 개의 별
2908|블리자가
2909|블리자가
290a|선더가
290b|파이가
290c|파이가
290d|트라인
290e|트라인
290f|트라인
2910|종말의 포옹
2911|알테마
2912|하이퍼드라이브
2913|빙글빙글 블리자가
2914|빙글빙글 블리자가
2915|빙글빙글 블리자가
2916|빙글빙글 블리자가
2917|빙글빙글 블리자가
2918|빙글빙글 블리자가
2919|빙글빙글 블리자가
291a|찌릿찌릿 선더가
291b|찌릿찌릿 선더가
291c|찌릿찌릿 선더가
291d|찌릿찌릿 선더가
291e|이글이글 파이가
291f|이글이글 파이가
2920|이글이글 파이가
2921|껑충껑충 텔레포
2922|껑충껑충 텔레포
2923|파삭파삭 루인가
2924|갈기갈기 에어로가
2925|신들의 상
2926|심판의 빛
2927|충격파
2928|파동포
2929|중력파
292a|박살의 신기
292b|아베 마리아
292c|태만의 신기
292d|두근두근 알테마
292e|하이퍼드라이브
292f|파이라
2930|공격
2931|소낙눈
2932|느린 공
2933|공격
2934|기어드는 덩굴
2935|추방
2936|공격
2939|힘껏 깨물기
293a|늪지 폭탄
293b|공격
293c|망치부리
293d|석화 숨결
293e|공격
293f|두들겨 부수기
2940|곰팡이 가래침
2941|구부의 비탄
2942|공격
2943|물벼락
2944|풍뢰파동
2945|영혼 분리
2946|공격
2947|맹속 타격
2948|섬 떨어뜨리기
2949|목 쪼개기
294a|공격
294b|꼬리 후려치기
294c|꼬챙이
294d|워터가
294e|공격
294f|얼음 단두대
2950|공격
2951|하늘의 악의
2952|하늘의 멸시
2953|마른 물갈퀴
2954|공격
2955|절멸
2956|그림자 폭발
2957|공격
2958|지저귐
2959|무법지대
295a|공격
295b|내동댕이
295c|고목의 분노
295d|공격
295e|10톤즈 후려치기
295f|노려보기
2960|공격
2961|사나운 뿔
2962|호령
2963|공격
2964|학살자의 발톱
2965|대회오리
2966|스파크
